,FHR
0,126.0
1,126.0
2,130.75
3,130.75
4,127.25
5,124.5
6,124.5
7,121.0
8,121.0
9,120.75
10,120.75
11,121.0
12,121.0
13,121.0
14,121.0
15,121.0
16,121.0
17,121.0
18,121.0
19,127.5
20,127.5
21,127.25
22,128.0
23,128.0
24,128.5
25,128.5
26,128.25
27,128.25
28,127.5
29,127.5
30,127.25
31,127.25
32,127.25
33,129.0
34,129.0
35,127.25
36,127.25
37,127.25
38,127.25
39,127.25
40,127.25
41,127.25
42,127.25
43,127.25
44,127.25
45,127.25
46,127.25
47,127.25
48,127.25
49,127.25
50,127.25
51,127.25
52,127.25
53,127.25
54,127.25
55,131.25
56,131.25
57,129.75
58,129.75
59,129.75
60,129.75
61,130.0
62,130.0
63,130.0
64,129.75
65,129.75
66,133.25
67,134.0
68,134.0
69,132.75
70,132.75
71,135.25
72,135.25
73,137.5
74,137.5
75,137.25
76,137.25
77,137.5
78,137.5
79,137.5
80,135.91666666666666
81,134.33333333333334
82,132.75
83,131.16666666666666
84,129.58333333333334
85,128.0
86,128.0
87,128.0
88,128.0
89,127.25
90,127.25
91,127.25
92,126.75
93,126.75
94,126.25
95,126.25
96,125.5
97,125.5
98,126.0
99,126.0
100,126.0
101,126.5
102,126.5
103,126.25
104,126.25
105,125.75
106,125.75
107,125.0
108,125.0
109,124.75
110,124.75
111,124.25
112,124.25
113,121.25
114,121.25
115,125.75
116,125.25
117,125.25
118,125.0
119,125.0
120,124.5
121,124.5
122,124.5
123,124.5
124,124.5
125,124.5
126,124.5
127,124.5
128,124.25
129,124.25
130,126.75
131,126.75
132,125.25
133,125.25
134,123.75
135,123.75
136,125.25
137,125.25
138,123.5
139,123.5
140,121.5
141,121.5
142,122.75
143,122.75
144,124.5
145,124.5
146,125.0
147,125.0
148,125.75
149,125.75
150,125.75
151,124.5
152,124.5
153,125.25
154,125.25
155,122.75
156,122.75
157,120.0
158,120.0
159,122.25
160,122.25
161,122.0
162,122.0
163,121.25
164,121.25
165,123.0
166,123.0
167,124.5
168,125.25
169,125.25
170,127.25
171,127.25
172,128.0
173,128.0
174,128.5
175,128.5
176,128.5
177,128.5
178,131.0
179,131.0
180,130.25
181,130.25
182,127.5
183,127.5
184,128.0
185,128.5
186,128.5
187,129.0
188,129.0
189,129.75
190,129.75
191,131.25
192,131.25
193,130.25
194,131.0
195,131.0
196,130.0
197,130.0
198,130.5
199,130.5
200,131.5
201,131.5
202,130.75
203,130.75
204,132.0
205,131.0
206,131.0
207,129.25
208,129.25
209,129.75
210,129.75
211,126.5
212,126.5
213,125.0
214,125.0
215,130.25
216,130.25
217,125.75
218,125.75
219,127.25
220,130.0
221,130.0
222,131.75
223,131.75
224,133.5
225,133.5
226,132.75
227,132.75
228,131.75
229,131.75
230,128.5
231,129.0
232,129.0
233,126.25
234,126.25
235,126.25
236,126.25
237,125.25
238,125.25
239,126.75
240,127.25
241,127.25
242,128.25
243,128.25
244,127.25
245,127.25
246,125.75
247,125.75
248,126.25
249,126.25
250,125.0
251,125.0
252,126.5
253,126.5
254,125.25
255,125.25
256,123.75
257,123.75
258,123.5
259,123.5
260,125.0
261,126.5
262,126.5
263,126.25
264,126.25
265,126.5
266,126.5
267,126.75
268,126.75
269,126.75
270,126.75
271,127.25
272,127.25
273,127.25
274,130.75
275,130.75
276,131.75
277,131.75
278,132.0
279,132.0
280,133.0
281,134.25
282,134.25
283,134.25
284,134.25
285,134.5
286,134.5
287,136.25
288,136.25
289,135.5
290,135.5
291,132.0
292,132.0
293,126.5
294,125.75
295,125.75
296,128.0
297,128.0
298,128.0
299,128.0
300,125.75
301,125.75
302,124.5
303,125.25
304,125.25
305,121.5
306,121.5
307,121.5
308,121.0
309,121.0
310,119.75
311,119.75
312,118.75
313,118.75
314,118.5
315,118.5
316,118.5
317,118.5
318,118.25
319,118.25
320,116.75
321,116.75
322,117.0
323,117.0
324,117.0
325,117.0
326,117.0
327,117.0
328,112.75
329,112.75
330,113.5
331,113.5
332,113.25
333,113.25
334,113.25
335,113.5
336,113.5
337,114.5
338,114.5
339,114.25
340,114.25
341,113.75
342,113.75
343,112.5
344,112.5
345,113.5
346,113.5
347,113.5
348,113.5
349,115.0
350,115.0
351,115.0
352,114.5
353,114.5
354,113.75
355,113.75
356,114.75
357,114.75
358,115.5
359,115.5
360,115.75
361,115.75
362,117.0
363,117.0
364,120.25
365,120.25
366,121.0
367,120.75
368,120.75
369,116.75
370,115.75
371,115.75
372,117.5
373,117.5
374,118.0
375,118.0
376,118.0
377,118.0
378,117.75
379,117.75
380,119.25
381,119.25
382,117.0
383,117.0
384,118.75
385,118.75
386,121.75
387,121.75
388,121.0
389,121.0
390,120.25
391,120.25
392,120.25
393,120.5
394,120.5
395,120.5
396,120.5
397,120.5
398,120.5
399,120.25
400,120.25
401,120.25
402,120.5
403,120.64285714285714
404,120.78571428571429
405,120.92857142857143
406,121.07142857142857
407,121.21428571428571
408,121.35714285714286
409,121.5
410,121.64285714285714
411,121.78571428571429
412,121.92857142857143
413,122.07142857142857
414,122.21428571428571
415,122.35714285714286
416,122.5
417,122.64285714285714
418,122.78571428571429
419,122.92857142857143
420,123.07142857142857
421,123.21428571428571
422,123.35714285714286
423,123.5
424,123.64285714285714
425,123.78571428571429
426,123.92857142857143
427,124.07142857142857
428,124.21428571428571
429,124.35714285714286
430,124.5
431,124.5
432,124.5
433,124.0
434,124.0
435,124.5
436,124.5
437,125.0
438,125.0
439,125.75
440,125.75
441,125.75
442,125.75
443,126.0
444,126.0
445,126.0
446,126.0
447,119.5
448,119.5
449,119.5
450,119.5
451,120.25
452,120.25
453,120.75
454,120.75
455,120.0
456,120.0
457,120.0
458,117.5
459,117.5
460,118.75
461,118.75
462,120.0
463,120.0
464,119.5
465,119.5
466,121.5
467,121.5
468,119.0
469,119.0
470,118.75
471,118.75
472,117.75
473,117.75
474,117.5
475,117.5
476,117.0
477,117.0
478,120.75
479,120.75
480,119.25
481,119.25
482,120.75
483,120.75
484,122.5
485,122.5
486,123.5
487,123.5
488,121.75
489,121.75
490,123.0
491,123.0
492,123.0
493,123.25
494,123.25
495,125.0
496,125.0
497,125.5
498,125.5
499,126.25
500,128.0
501,128.0
502,129.25
503,129.25
504,129.0
505,129.0
506,129.25
507,129.25
508,130.0
509,130.0
510,129.25
511,129.25
512,129.5
513,128.5
514,128.5
515,127.5
516,127.5
517,126.25
518,126.25
519,126.0
520,126.0
521,126.75
522,126.75
523,126.75
524,123.75
525,123.75
526,122.0
527,122.0
528,123.75
529,123.75
530,123.5
531,123.5
532,124.5
533,124.5
534,122.5
535,123.0
536,123.0
537,124.0
538,124.0
539,123.5
540,123.5
541,123.0
542,123.0
543,122.25
544,122.25
545,121.0
546,121.0
547,122.25
548,122.25
549,120.75
550,120.75
551,122.75
552,122.75
553,123.5
554,123.5
555,124.5
556,124.5
557,124.5
558,124.5
559,125.25
560,125.25
561,126.75
562,126.75
563,126.25
564,126.25
565,125.0
566,123.5
567,123.5
568,123.0
569,123.0
570,124.0
571,124.0
572,123.25
573,123.25
574,121.75
575,121.75
576,121.75
577,125.25
578,125.25
579,125.25
580,125.25
581,125.25
582,127.25
583,127.25
584,127.5
585,127.5
586,126.75
587,126.75
588,126.5
589,126.5
590,128.25
591,128.25
592,128.0
593,128.0
594,129.5
595,129.5
596,130.25
597,131.5
598,131.5
599,132.25
600,132.25
601,132.75
602,132.75
603,131.5
604,131.5
605,132.75
606,130.75
607,130.75
608,128.5
609,128.5
610,125.75
611,125.75
612,125.0
613,125.0
614,122.25
615,122.25
616,121.5
617,121.5
618,123.5
619,123.5
620,125.0
621,125.0
622,125.0
623,125.0
624,124.5
625,124.5
626,124.25
627,124.25
628,124.5
629,124.5
630,125.0
631,125.0
632,126.25
633,129.5
634,129.5
635,130.25
636,130.25
637,130.5
638,130.5
639,130.5
640,130.5
641,130.25
642,130.25
643,129.25
644,129.25
645,123.5
646,125.25
647,125.25
648,123.0
649,123.0
650,121.75
651,121.75
652,124.0
653,124.0
654,125.75
655,125.75
656,128.0
657,128.0
658,129.75
659,129.75
660,130.75
661,130.75
662,130.25
663,130.25
664,130.25
665,131.5
666,131.5
667,132.0
668,132.0
669,132.25
670,132.5
671,132.5
672,132.5
673,132.5
674,132.75
675,132.75
676,132.25
677,132.25
678,131.5
679,131.5
680,132.0
681,130.25
682,130.25
683,127.75
684,127.75
685,125.75
686,125.75
687,125.5
688,125.5
689,127.25
690,127.25
691,127.25
692,127.25
693,127.5
694,127.5
695,126.75
696,126.75
697,124.5
698,124.5
699,126.5
700,127.25
701,127.25
702,127.25
703,127.25
704,125.75
705,125.75
706,125.25
707,125.75
708,125.75
709,127.25
710,126.25
711,126.25
712,127.25
713,127.25
714,128.0
715,128.0
716,127.5
717,127.5
718,127.0
719,127.0
720,125.75
721,125.75
722,126.75
723,126.75
724,126.5
725,126.5
726,126.5
727,126.5
728,127.5
729,127.75
730,127.75
731,129.0
732,129.0
733,130.0
734,130.0
735,130.5
736,130.5
737,129.25
738,129.25
739,127.0
740,127.0
741,128.75
742,130.75
743,130.75
744,131.75
745,131.75
746,131.75
747,132.0
748,132.75
749,132.75
750,133.25
751,133.25
752,134.5
753,134.5
754,135.0
755,135.0
756,135.0
757,134.0
758,134.0
759,133.5
760,133.5
761,133.75
762,133.75
763,133.75
764,134.5
765,134.5
766,130.75
767,130.75
768,132.25
769,132.25
770,132.25
771,131.5
772,131.5
773,131.5
774,128.0
775,128.0
776,130.25
777,131.0
778,131.0
779,131.5
780,131.5
781,131.5
782,131.5
783,129.5
784,129.5
785,129.0
786,129.0
787,129.0
788,129.0
789,128.5
790,128.0
791,128.0
792,127.0
793,127.0
794,128.0
795,128.0
796,128.5
797,128.5
798,128.5
799,128.5
800,128.0
801,128.0
802,128.75
803,128.75
804,128.5
805,128.75
806,128.75
807,126.75
808,126.75
809,127.25
810,127.25
811,128.0
812,128.0
813,128.25
814,128.25
815,128.5
816,129.0
817,129.0
818,129.5
819,129.5
820,129.25
821,129.25
822,129.5
823,129.5
824,130.25
825,132.0
826,132.0
827,132.75
828,132.75
829,134.0
830,135.75
831,135.75
832,137.5
833,137.5
834,138.75
835,138.75
836,139.25
837,138.75
838,138.75
839,138.0
840,138.0
841,136.5
842,136.5
843,135.25
844,131.0
845,131.0
846,125.25
847,125.25
848,125.25
849,120.75
850,120.75
851,120.75
852,117.25
853,117.25
854,117.25
855,116.5
856,116.5
857,116.25
858,116.25
859,118.75
860,118.75
861,121.75
862,121.75
863,121.25
864,121.25
865,121.25
866,121.5
867,121.5
868,121.5
869,121.5
870,121.25
871,121.5
872,121.5
873,121.25
874,121.25
875,119.1
876,116.95
877,114.8
878,112.65
879,110.5
880,110.5
881,110.5
882,109.75
883,109.75
884,109.75
885,109.75
886,109.75
887,110.25
888,110.25
889,111.0
890,111.0
891,110.75
892,110.75
893,110.75
894,110.75
895,109.75
896,109.75
897,110.25
898,110.25
899,110.25
900,111.0
901,111.0
902,111.0
903,111.0
904,112.25
905,112.25
906,111.0
907,111.0
908,113.25
909,113.25
910,114.75
911,114.75
912,113.75
913,113.75
914,113.25
915,113.25
916,114.0
917,114.0
918,115.25
919,115.25
920,111.75
921,111.75
922,106.75
923,106.75
924,106.75
925,108.25
926,108.25
927,110.25
928,110.25
929,111.25
930,111.25
931,113.25
932,113.25
933,115.0
934,115.0
935,114.0
936,114.0
937,114.0
938,114.0
939,116.5
940,116.5
941,120.0
942,120.0
943,120.0
944,121.75
945,121.75
946,124.0
947,124.0
948,123.75
949,123.75
950,123.5
951,124.5
952,124.5
953,125.75
954,125.75
955,122.5
956,122.5
957,123.5
958,123.5
959,125.0
960,125.0
961,125.75
962,125.75
963,125.5
964,124.0
965,124.0
966,124.0
967,126.25
968,126.25
969,126.75
970,126.75
971,121.75
972,121.75
973,122.75
974,122.75
975,123.5
976,123.5
977,123.5
978,123.5
979,125.0
980,124.0
981,124.0
982,120.75
983,120.75
984,121.25
985,121.25
986,116.0
987,116.0
988,115.75
989,115.75
990,115.75
991,115.75
992,116.0
993,116.0
994,115.75
995,115.75
996,115.75
997,116.4375
998,117.125
999,117.8125
1000,118.5
1001,118.5
1002,119.75
1003,119.75
1004,121.0
1005,121.0
1006,122.0
1007,122.0
1008,121.75
1009,121.75
1010,121.75
1011,121.75
1012,120.75
1013,120.75
1014,122.5
1015,122.5
1016,125.0
1017,125.0
1018,127.5
1019,127.5
1020,128.5
1021,128.5
1022,128.25
1023,128.25
1024,127.0
1025,127.0
1026,126.25
1027,125.0
1028,125.0
1029,125.25
1030,125.25
1031,125.0
1032,125.0
1033,126.25
1034,126.25
1035,126.5
1036,126.5
1037,127.5
1038,127.5
1039,127.0
1040,127.0
1041,127.75
1042,129.5
1043,129.5
1044,131.5
1045,131.5
1046,130.75
1047,130.75
1048,130.25
1049,130.25
1050,131.5
1051,131.5
1052,132.75
1053,134.0
1054,134.0
1055,135.75
1056,135.75
1057,137.5
1058,137.5
1059,139.5
1060,140.75
1061,140.75
1062,141.0
1063,141.0
1064,139.75
1065,139.5
1066,139.5
1067,134.25
1068,134.25
1069,131.25
1070,131.25
1071,127.25
1072,127.25
1073,121.0
1074,121.0
1075,121.0
1076,116.5
1077,117.5
1078,117.5
1079,120.0
1080,120.0
1081,120.75
1082,120.75
1083,122.25
1084,122.25
1085,123.75
1086,123.75
1087,124.0
1088,124.0
1089,124.5
1090,124.5
1091,124.5
1092,124.5
1093,123.5
1094,123.5
1095,118.5
1096,118.5
1097,118.75
1098,118.75
1099,119.75
1100,119.75
1101,120.75
1102,120.75
1103,122.75
1104,122.75
1105,124.0
1106,124.0
1107,124.5
1108,125.75
1109,125.75
1110,126.5
1111,126.5
1112,126.75
1113,126.75
1114,128.25
1115,128.25
1116,129.5
1117,129.5
1118,130.5
1119,130.5
1120,130.0
1121,130.0
1122,130.0
1123,129.0
1124,129.0
1125,128.0
1126,128.0
1127,127.0
1128,127.0
1129,128.0
1130,128.0
1131,129.0
1132,129.0
1133,129.5
1134,129.5
1135,129.5
1136,128.75
1137,128.75
1138,129.25
1139,129.25
1140,130.0
1141,130.0
1142,131.0
1143,131.0
1144,130.0
1145,130.0
1146,130.5
1147,130.5
1148,131.5
1149,131.5
1150,131.75
1151,131.75
1152,131.5
1153,132.25
1154,132.25
1155,132.75
1156,132.75
1157,132.5
1158,132.5
1159,130.5
1160,129.0
1161,129.0
1162,130.0
1163,130.0
1164,130.5
1165,130.5
1166,129.5
1167,129.5
1168,130.25
1169,128.0
1170,128.0
1171,128.0
1172,127.75
1173,124.25
1174,124.25
1175,124.25
1176,129.0
1177,129.0
1178,131.0
1179,132.5
1180,132.5
1181,132.5
1182,132.5
1183,132.25
1184,132.25
1185,133.5
1186,133.5
1187,133.5
1188,133.5
1189,133.5
1190,132.25
1191,131.5
1192,131.5
1193,130.75
1194,130.75
1195,130.75
1196,130.75
1197,130.75
1198,130.75
1199,130.5
1200,130.5
1201,132.0
1202,132.0
1203,132.5
1204,132.5
1205,131.5
1206,132.0
1207,132.0
1208,133.5
1209,133.5
1210,133.5
1211,133.5
1212,133.75
1213,134.25
1214,134.25
1215,132.5
1216,132.5
1217,131.0
1218,131.0
1219,130.75
1220,130.75
1221,129.0
1222,128.5
1223,128.5
1224,128.25
1225,128.25
1226,128.25
1227,128.0
1228,128.25
1229,128.25
1230,128.0
1231,128.0
1232,126.75
1233,126.75
1234,127.5
1235,127.5
1236,128.0
1237,128.0
1238,128.0
1239,128.0
1240,128.75
1241,127.25
1242,127.25
1243,127.25
1244,125.25
1245,126.75
1246,126.75
1247,127.5
1248,127.5
1249,129.25
1250,129.25
1251,129.5
1252,130.25
1253,130.25
1254,130.25
1255,130.25
1256,129.0
1257,129.0
1258,127.75
1259,127.75
1260,127.25
1261,127.25
1262,128.25
1263,128.25
1264,128.75
1265,128.75
1266,129.25
1267,129.25
1268,130.25
1269,130.75
1270,130.75
1271,130.75
1272,130.75
1273,131.5
1274,131.5
1275,132.75
1276,132.75
1277,133.5
1278,133.5
1279,133.5
1280,133.75
1281,133.75
1282,132.25
1283,132.25
1284,131.75
1285,131.75
1286,131.75
1287,130.75
1288,130.75
1289,129.75
1290,129.75
1291,128.5
1292,128.5
1293,129.75
1294,129.75
1295,129.25
1296,129.25
1297,130.0
1298,131.5
1299,131.5
1300,131.5
1301,130.25
1302,131.0
1303,131.0
1304,130.25
1305,130.25
1306,130.5
1307,130.5
1308,130.75
1309,130.75
1310,130.75
1311,130.75
1312,130.5
1313,130.75
1314,130.75
1315,131.25
1316,131.25
1317,129.5
1318,129.5
1319,130.25
1320,130.25
1321,129.75
1322,129.75
1323,129.0
1324,129.0
1325,129.5
1326,129.25
1327,129.25
1328,130.0
1329,130.0
1330,130.75
1331,130.75
1332,131.5
1333,129.5
1334,129.5
1335,126.0
1336,126.0
1337,126.0
1338,129.0
1339,129.0
1340,130.75
1341,132.25
1342,132.25
1343,132.25
1344,132.25
1345,130.75
1346,130.75
1347,130.5
1348,130.5
1349,131.75
1350,132.0
1351,132.0
1352,131.25
1353,131.25
1354,131.75
1355,131.5
1356,131.5
1357,131.25
1358,131.25
1359,130.75
1360,130.75
1361,130.75
1362,130.25
1363,130.5
1364,130.5
1365,129.5
1366,129.5
1367,128.0
1368,128.0
1369,128.75
1370,128.75
1371,130.25
1372,130.25
1373,130.5
1374,130.5
1375,130.5
1376,129.5
1377,129.5
1378,126.75
1379,122.75
1380,122.75
1381,119.25
1382,119.25
1383,112.0
1384,112.0
1385,111.25
1386,111.25
1387,111.25
1388,123.0
1389,123.0
1390,127.25
1391,127.25
1392,129.75
1393,129.75
1394,129.0
1395,129.0
1396,121.75
1397,121.75
1398,121.75
1399,121.75
1400,116.5
1401,116.5
1402,116.25
1403,116.25
1404,118.0
1405,118.0
1406,121.0
1407,121.0
1408,124.0
1409,124.0
1410,123.75
1411,123.75
1412,124.5
1413,124.5
1414,123.5
1415,123.5
1416,123.5
1417,123.25
1418,123.25
1419,123.25
1420,123.5
1421,123.5
1422,123.5
1423,123.5
1424,121.5
1425,121.5
1426,120.0
1427,120.0
1428,120.75
1429,120.25
1430,120.25
1431,119.0
1432,119.0
1433,117.5
1434,117.5
1435,116.5
1436,115.75
1437,115.75
1438,115.75
1439,112.25
1440,112.25
1441,112.5
1442,112.5
1443,114.5
1444,114.5
1445,116.0
1446,116.0
1447,116.0
1448,118.0
1449,118.0
1450,118.0
1451,118.0
1452,118.0
1453,118.0
1454,118.0
1455,118.0
1456,118.0
1457,113.25
1458,112.0
1459,112.0
1460,110.0
1461,110.0
1462,110.0
1463,111.5
1464,111.5
1465,111.5
1466,111.25
1467,111.25
1468,112.5
1469,112.5
1470,111.0
1471,111.0
1472,111.25
1473,111.25
1474,114.5
1475,114.5
1476,115.75
1477,115.75
1478,112.25
1479,112.25
1480,112.25
1481,112.25
1482,114.25
1483,114.5
1484,114.5
1485,114.5
1486,114.5
1487,114.5
1488,114.5
1489,114.5
1490,108.5
1491,108.5
1492,108.5
1493,109.0
1494,109.0
1495,108.0
1496,108.0
1497,109.0
1498,109.0
1499,110.0
1500,110.0
1501,110.0
1502,110.0
1503,110.0
1504,110.25
1505,110.25
1506,109.75
1507,109.75
1508,110.5
1509,110.5
1510,110.5
1511,110.5
1512,114.25
1513,114.25
1514,107.75
1515,107.75
1516,107.75
1517,110.0
1518,110.0
1519,111.25
1520,111.25
1521,117.0
1522,117.0
1523,118.0
1524,118.0
1525,117.5
1526,117.5
1527,116.25
1528,116.25
1529,115.75
1530,115.75
1531,116.25
1532,116.25
1533,116.5
1534,116.5
1535,118.5
1536,118.5
1537,117.75
1538,117.75
1539,116.5
1540,116.5
1541,115.5
1542,115.5
1543,115.5
1544,116.5
1545,116.5
1546,116.0
1547,116.0
1548,117.5
1549,117.5
1550,117.75
1551,117.75
1552,117.75
1553,117.75
1554,117.5
1555,117.5
1556,118.5
1557,118.5
1558,118.0
1559,118.0
1560,118.75
1561,118.75
1562,119.5
1563,119.5
1564,117.75
1565,117.75
1566,114.25
1567,114.25
1568,118.5
1569,118.5
1570,115.75
1571,115.75
1572,116.25
1573,116.25
1574,118.0
1575,118.0
1576,119.75
1577,119.75
1578,117.0
1579,117.0
1580,118.25
1581,118.25
1582,116.5
1583,116.5
1584,117.5
1585,117.5
1586,117.0
1587,117.0
1588,119.25
1589,119.25
1590,120.25
1591,120.25
1592,121.0
1593,121.0
1594,119.0
1595,119.0
1596,118.5
1597,118.5
1598,118.5
1599,119.5
1600,119.5
