,FHR
0,167.0
1,166.0
2,166.0
3,166.0
4,165.5
5,165.5
6,166.0
7,165.75
8,165.75
9,164.75
10,164.75
11,165.25
12,165.25
13,165.5
14,165.5
15,166.75
16,166.75
17,166.75
18,166.75
19,168.25
20,168.25
21,168.0
22,168.0
23,168.25
24,168.0
25,168.0
26,168.0
27,167.5
28,167.75
29,167.5
30,167.5
31,167.5
32,167.5
33,167.5
34,167.5
35,168.0
36,168.0
37,168.25
38,168.25
39,167.75
40,167.75
41,167.0
42,167.0
43,167.0
44,167.0
45,167.0
46,167.25
47,167.25
48,167.5
49,167.5
50,167.5
51,166.5
52,166.5
53,166.5
54,165.5
55,166.0
56,166.0
57,165.5
58,165.5
59,165.5
60,166.25
61,167.0
62,167.0
63,167.5
64,167.5
65,168.25
66,168.25
67,168.25
68,168.25
69,167.5
70,167.5
71,167.75
72,167.25
73,167.25
74,167.75
75,167.75
76,168.0
77,168.0
78,167.5
79,167.0
80,167.0
81,167.0
82,167.0
83,166.5
84,166.5
85,167.0
86,167.0
87,167.5
88,167.5
89,168.5
90,168.5
91,167.75
92,168.75
93,168.75
94,169.5
95,169.5
96,168.5
97,168.5
98,168.0
99,168.0
100,167.5
101,167.5
102,168.0
103,168.0
104,167.5
105,167.5
106,167.5
107,167.75
108,167.75
109,166.5
110,166.5
111,167.25
112,167.25
113,168.5
114,168.5
115,168.5
116,168.25
117,168.25
118,168.5
119,168.5
120,167.5
121,167.5
122,167.5
123,167.5
124,169.25
125,168.25
126,168.25
127,166.75
128,166.75
129,165.75
130,165.75
131,165.5
132,165.5
133,165.5
134,165.5
135,166.25
136,166.25
137,166.75
138,166.75
139,167.25
140,167.25
141,167.75
142,167.75
143,167.75
144,167.75
145,167.75
146,167.75
147,167.75
148,167.0
149,167.0
150,166.25
151,166.25
152,166.25
153,166.25
154,165.5
155,164.25
156,164.25
157,164.5
158,164.5
159,164.5
160,166.0
161,166.0
162,166.0
163,166.25
164,166.25
165,166.25
166,166.25
167,167.25
168,167.25
169,167.25
170,166.0
171,166.0
172,166.0
173,166.0
174,166.0
175,166.0
176,166.0
177,166.25
178,166.25
179,165.75
180,165.75
181,164.75
182,164.75
183,165.0
184,165.0
185,165.75
186,165.75
187,166.25
188,166.25
189,163.25
190,167.25
191,167.25
192,167.25
193,167.25
194,165.75
195,165.75
196,165.5
197,165.5
198,165.5
199,165.5
200,165.5
201,165.5
202,166.25
203,166.25
204,166.25
205,166.25
206,166.25
207,167.0
208,167.0
209,167.75
210,167.75
211,169.0
212,169.0
213,169.0
214,168.0
215,168.0
216,167.75
217,167.75
218,167.75
219,166.75
220,167.5
221,167.5
222,167.5
223,167.0
224,167.0
225,166.5
226,166.5
227,166.75
228,166.75
229,165.25
230,165.25
231,163.5
232,163.5
233,165.25
234,165.25
235,165.5
236,165.75
237,165.75
238,165.75
239,165.75
240,166.75
241,166.75
242,166.75
243,166.75
244,167.5
245,167.0
246,167.0
247,166.5
248,166.5
249,166.5
250,165.75
251,165.75
252,165.75
253,164.5
254,164.5
255,165.0
256,165.0
257,164.75
258,164.75
259,164.25
260,164.25
261,164.25
262,164.75
263,164.75
264,164.5
265,164.5
266,164.5
267,164.5
268,164.25
269,164.25
270,164.0
271,164.0
272,163.5
273,163.5
274,164.25
275,164.25
276,164.75
277,164.25
278,164.25
279,164.75
280,164.75
281,165.25
282,165.75
283,165.75
284,166.25
285,166.25
286,166.25
287,166.5
288,166.5
289,166.5
290,166.5
291,166.25
292,166.25
293,165.0
294,165.0
295,165.5
296,165.5
297,166.5
298,166.5
299,166.75
300,166.75
301,168.0
302,168.5
303,168.5
304,167.0
305,167.0
306,167.0
307,165.5
308,166.25
309,166.25
310,166.75
311,166.75
312,166.5
313,166.25
314,166.25
315,166.0
316,166.25
317,166.25
318,166.0
319,166.0
320,167.0
321,167.0
322,167.0
323,166.5
324,166.75
325,166.75
326,166.75
327,166.75
328,166.75
329,166.75
330,165.0
331,165.0
332,166.5
333,166.5
334,166.5
335,166.5
336,166.0
337,166.0
338,165.0
339,165.5
340,165.5
341,165.75
342,165.75
343,166.0
344,166.0
345,167.0
346,167.0
347,166.25
348,166.25
349,165.5
350,166.25
351,166.25
352,166.25
353,165.25
354,165.25
355,165.25
356,165.5
357,165.5
358,165.5
359,166.75
360,166.75
361,165.75
