,FHR
0,160.0
1,160.0
2,160.0
3,159.5
4,159.5
5,160.0
6,160.0
7,160.0
8,159.5
9,159.5
10,159.0
11,159.0
12,159.0
13,159.0
14,159.0
15,159.0
16,159.0
17,159.0
18,159.0
19,159.0
20,159.0
21,159.0
22,159.0
23,158.75
24,159.25
25,159.25
26,160.0
27,160.0
28,160.25
29,160.25
30,160.0
31,160.0
32,160.0
33,159.75
34,159.5
35,159.5
36,159.5
37,159.0
38,159.0
39,159.25
40,159.25
41,159.25
42,159.5
43,159.5
44,159.5
45,159.75
46,160.0
47,160.0
48,160.0
49,159.75
50,159.75
51,159.75
52,159.75
53,159.75
54,159.0
55,159.0
56,158.75
57,159.0
58,159.0
59,159.75
60,159.75
61,159.75
62,158.75
63,158.75
64,158.75
65,158.75
66,160.0
67,160.0
68,159.75
69,158.75
70,158.75
71,158.75
72,158.75
73,158.75
74,159.25
75,159.25
76,159.0
77,159.25
78,159.25
79,159.25
80,159.75
81,160.25
82,160.25
83,160.0
84,159.5
85,159.5
86,159.5
87,159.5
88,159.5
89,159.5
90,159.5
91,159.5
92,158.75
93,158.75
94,158.75
95,158.25
96,158.25
97,158.25
98,158.25
99,157.25
100,157.25
101,157.25
102,157.25
103,157.25
104,157.5
105,157.5
106,157.5
107,157.5
108,157.75
109,158.0
110,158.0
111,157.5
112,157.5
113,157.5
114,157.75
115,158.0
116,158.0
117,158.0
118,158.0
119,158.0
120,157.25
121,156.75
122,156.75
123,156.75
124,157.25
125,157.25
126,157.25
127,157.0
128,157.0
129,157.25
130,157.25
131,157.5
132,157.5
133,156.75
134,156.75
135,156.75
136,156.75
137,156.75
138,156.75
139,156.75
140,156.75
141,157.0
142,157.0
143,157.0
144,157.75
145,157.75
146,157.75
147,158.0
148,158.0
149,158.25
150,158.5
151,158.5
152,158.25
153,158.25
154,158.25
155,158.25
156,158.25
157,158.25
158,158.75
159,158.75
160,159.0
161,159.0
162,158.5
163,158.5
164,158.5
165,158.5
166,158.5
167,158.5
168,158.5
169,158.5
170,159.0
171,159.0
172,159.0
173,159.25
174,158.5
175,158.5
176,158.25
177,158.25
178,158.25
179,157.5
180,157.25
181,157.25
182,156.75
183,156.75
184,156.75
185,156.75
186,156.75
187,157.0
188,157.0
189,157.0
190,157.0
191,157.5
192,157.5
193,156.75
194,156.75
195,156.75
196,156.5
197,156.5
198,156.5
199,156.5
200,156.0
201,155.75
202,155.75
203,155.25
204,155.25
205,155.5
206,155.5
207,155.5
208,156.25
209,156.5
210,156.5
211,156.5
212,156.75
213,156.75
214,156.75
215,156.75
216,156.75
217,156.75
218,156.75
219,156.75
220,156.75
221,156.25
222,156.25
223,156.5
224,156.5
225,156.5
226,156.0
227,156.0
228,156.0
229,155.5
230,155.5
231,155.5
232,156.0
233,156.0
234,156.0
235,155.25
236,155.25
237,155.0
238,155.0
239,155.0
240,155.25
241,155.25
