,FHR
0,151.25
1,151.25
2,150.25
3,150.25
4,150.5
5,150.5
6,150.5
7,150.5
8,150.5
9,150.5
10,150.5
11,150.5
12,150.5
13,147.83333333333334
14,145.16666666666666
15,142.5
16,142.5
17,142.25
18,142.25
19,142.25
20,142.25
21,142.25
22,142.25
23,142.25
24,142.25
25,142.25
26,142.25
27,154.75
28,154.75
29,154.75
30,154.75
31,154.75
32,154.75
33,154.75
34,154.75
35,154.75
36,154.75
37,154.75
38,154.25
39,154.0
40,154.0
41,154.0
42,156.75
43,156.75
44,155.25
45,155.25
46,155.75
47,155.75
48,155.75
49,155.25
50,155.25
51,154.0
52,154.0
53,154.25
54,154.25
55,154.0
56,154.0
57,154.0
58,154.0
59,154.0
60,154.0
61,154.0
62,154.0
63,154.0
64,155.5
65,157.0
66,158.5
67,158.5
68,158.75
69,158.75
70,158.75
71,158.75
72,158.75
73,157.0
74,155.25
75,155.25
76,155.0
77,155.16666666666666
78,155.33333333333334
79,155.5
80,155.5
81,155.5
82,155.5
83,153.75
84,153.75
85,153.5
86,153.5
87,153.5
88,153.5
89,153.5
90,153.5
91,153.5
92,153.5
93,153.5
94,153.5
95,153.5
96,151.0
97,151.0
98,151.0
99,151.0
100,151.0
101,151.0
102,151.0
103,151.0
104,151.0
105,151.0
106,151.0
107,150.66666666666666
108,150.33333333333334
109,150.0
110,150.0
111,150.0
112,150.0
113,150.25
114,150.25
115,150.25
116,149.75
117,149.75
118,148.0
119,148.0
120,147.5
121,147.75
122,147.75
123,148.0
124,148.0
125,147.75
126,147.5
127,147.5
128,147.75
129,147.75
130,147.75
131,147.5
132,147.5
133,147.75
134,148.0
135,148.0
136,148.0
137,148.0
138,148.5
139,147.75
140,147.75
141,147.75
142,147.75
143,147.75
144,147.25
145,147.25
146,147.75
147,147.75
148,148.0
149,147.0
150,147.0
151,146.75
152,146.75
153,146.75
154,148.0
155,148.0
156,147.5
157,147.0
158,147.0
159,146.5
160,146.5
161,146.5
162,146.25
163,146.5
164,146.5
165,147.0
166,147.0
167,146.75
168,146.25
169,146.25
170,147.0
171,147.0
172,147.75
173,147.75
174,147.75
175,147.75
176,147.75
177,146.75
178,146.5
179,146.5
180,147.0
181,147.0
182,147.25
183,147.25
184,147.25
185,147.5
186,147.5
187,147.5
188,147.75
189,147.75
190,149.0
191,149.0
192,149.0
193,147.5
194,147.5
195,147.5
196,147.25
197,147.0
198,147.0
199,147.0
200,147.0
201,147.25
202,147.25
203,146.5
204,146.5
205,146.5
206,147.25
207,147.25
208,146.75
209,146.75
210,146.0
211,146.0
212,147.75
213,147.75
214,147.5
215,147.5
216,147.0
217,147.0
218,147.0
219,146.5
220,146.5
221,145.5
222,145.25
223,145.25
224,146.0
225,146.0
226,147.0
227,147.0
228,148.0
229,148.0
230,147.25
231,147.25
232,147.5
233,147.5
234,147.25
235,147.25
236,148.25
237,148.25
238,148.25
239,148.25
240,148.25
241,148.25
242,148.5
243,148.5
244,148.5
245,148.75
246,148.75
247,149.0
248,147.75
249,147.75
250,147.25
251,148.5
252,148.5
253,149.25
254,149.25
255,149.25
256,149.0
257,149.0
258,149.0
259,148.0
260,148.0
261,148.25
262,148.25
263,148.25
264,148.5
265,148.5
266,148.25
267,147.25
268,147.25
269,147.5
270,147.5
271,147.25
272,146.75
273,146.75
274,147.25
275,147.25
276,146.75
277,146.75
278,146.75
279,146.75
280,146.0
281,146.0
282,147.25
283,147.25
284,147.0
285,146.5
286,146.5
287,146.5
288,146.5
289,146.5
290,146.5
291,147.25
292,147.5
293,147.5
294,147.75
295,147.75
296,147.5
297,147.0
298,147.0
299,147.0
300,146.5
301,146.5
302,146.75
303,146.75
304,146.75
305,146.75
306,146.75
307,146.75
308,146.5
309,146.5
310,146.75
311,146.75
312,148.25
313,148.25
314,148.0
315,148.0
316,146.5
317,146.5
318,147.0
319,147.0
320,147.0
321,147.0
322,145.75
323,145.75
324,145.75
325,145.0
326,145.75
327,145.75
328,145.75
329,145.75
330,146.75
331,146.75
332,146.75
333,145.25
334,145.25
335,144.5
336,144.5
337,144.5
338,145.5
339,145.5
340,145.75
341,145.75
342,145.75
343,147.0
344,147.0
345,147.0
346,147.25
347,147.25
348,147.0
349,147.0
350,145.5
351,145.5
352,146.5
353,146.5
354,147.0
355,147.0
356,147.5
357,147.5
358,147.75
359,147.25
360,147.25
361,146.25
362,146.25
363,146.25
364,146.0
365,146.0
366,146.0
367,146.75
368,146.75
369,146.75
370,146.5
371,146.5
372,146.5
373,146.5
374,147.5
375,147.5
376,146.0
377,146.0
378,146.5
379,146.75
380,146.75
381,146.75
382,147.0
383,147.0
384,146.5
385,146.5
386,148.75
387,148.75
388,148.75
389,147.75
390,147.25
391,147.25
392,147.25
393,145.0
394,145.0
395,146.75
396,146.75
397,145.75
398,145.75
399,145.75
400,149.0
401,148.25
402,148.25
403,147.25
404,147.25
405,149.0
406,149.0
407,148.25
408,148.25
409,147.5
410,149.25
411,149.25
412,149.25
413,148.5
414,148.5
415,148.0
416,146.75
417,146.75
418,147.5
419,147.5
420,147.5
421,147.25
422,147.25
423,147.5
424,147.5
425,150.75
426,150.75
427,148.75
428,148.75
429,148.0
430,148.0
431,148.75
432,148.75
433,149.0
434,149.0
435,149.25
436,149.25
437,147.0
438,147.0
439,146.25
440,146.25
441,146.75
442,146.5
443,146.5
444,146.5
445,147.0
446,147.75
447,147.75
448,146.5
449,146.0
450,146.0
451,145.5
452,145.5
453,145.25
454,146.25
455,146.25
456,146.75
457,146.75
458,146.75
459,146.25
460,147.75
461,147.75
462,148.75
463,148.75
464,148.75
465,147.0
466,146.25
467,146.25
468,146.25
469,147.0
470,147.0
471,147.0
472,149.25
473,149.25
474,149.25
475,152.25
476,152.25
477,152.75
478,152.75
479,152.75
480,152.75
481,153.0
482,153.75
483,153.75
484,154.5
485,154.5
486,154.5
487,152.75
488,152.75
489,151.75
490,152.0
491,152.0
492,152.0
493,148.75
494,148.75
495,148.5
496,148.5
497,148.0
498,148.0
499,148.0
500,149.5
501,149.5
502,149.5
503,148.0
504,148.0
505,147.0
506,147.0
507,147.0
508,146.5
509,146.5
510,146.0
511,145.75
512,145.75
513,146.25
514,146.25
515,147.0
516,147.25
517,147.25
518,147.25
519,147.0
520,147.0
521,147.0
522,147.0
523,147.0
524,147.0
525,146.75
526,146.75
527,146.75
528,146.75
529,146.75
530,146.0
531,145.5
532,145.5
533,145.5
534,148.5
535,148.5
536,147.75
537,147.75
538,147.0
539,147.0
540,147.0
541,147.0
542,147.0
543,146.0
544,145.75
545,145.75
546,145.5
547,145.5
548,146.0
549,146.5
550,146.5
551,146.5
552,146.5
553,147.25
554,147.25
555,147.5
556,147.5
557,146.25
558,146.25
559,146.0
560,146.0
561,146.75
562,146.25
563,146.25
564,146.0
565,146.0
566,146.5
567,146.5
568,146.5
569,146.25
570,146.25
571,146.0
572,146.0
573,148.5
574,148.5
575,147.75
576,147.75
577,146.25
578,146.25
579,146.25
580,146.25
581,145.5
582,145.5
583,145.5
584,145.75
585,145.75
586,146.5
587,146.5
588,145.5
589,145.0
590,145.0
591,146.0
592,146.0
593,146.0
594,146.75
595,146.75
596,146.25
597,146.25
598,146.25
599,146.25
600,146.25
601,146.25
602,146.25
603,144.5
604,144.5
605,144.5
606,144.5
607,146.0
608,146.5
609,146.5
610,146.5
611,146.5
612,146.5
613,147.0
614,147.0
615,145.75
616,145.75
617,145.0
618,145.0
619,145.0
620,146.75
621,146.75
622,148.75
623,149.5
624,149.5
625,149.5
626,150.25
627,150.25
628,152.0
629,152.0
630,153.25
631,153.25
632,155.25
633,155.25
634,154.25
635,154.25
636,154.25
637,152.75
638,152.75
639,152.25
640,151.75
641,151.75
642,151.5
643,151.5
644,151.25
645,150.25
646,150.25
647,150.25
648,149.75
649,149.75
650,147.0
651,147.0
652,144.0
653,142.0
654,142.0
655,142.0
656,141.25
657,141.25
658,141.25
659,141.25
660,141.5
661,141.5
662,141.5
663,144.25
664,144.25
665,144.25
666,145.5
667,146.0
668,146.0
669,146.25
670,146.25
671,146.25
672,146.0
673,146.0
674,146.0
675,146.0
676,146.0
677,147.0
678,147.0
679,148.0
680,148.0
681,147.5
682,147.5
683,147.0
684,147.25
685,147.25
686,147.25
687,147.25
688,147.25
689,147.75
690,147.75
691,147.75
692,148.75
693,148.75
694,149.25
695,149.25
696,149.25
697,149.25
698,147.75
699,147.75
700,148.75
701,148.75
702,147.25
703,147.25
704,147.0
705,147.0
706,147.0
707,148.0
708,148.0
709,147.25
710,147.25
711,147.25
712,147.25
713,147.25
714,147.5
715,147.5
716,147.5
717,147.25
718,147.5
719,147.5
720,146.75
721,146.75
722,147.25
723,147.25
724,147.25
725,147.25
726,147.5
727,147.5
728,146.75
729,146.75
730,147.0
731,147.0
732,147.75
733,146.75
734,146.75
735,146.25
736,146.25
737,147.0
738,147.5
739,147.5
740,147.75
741,147.75
742,148.0
743,148.0
744,147.5
745,147.5
746,148.25
747,148.25
748,148.25
749,141.75
750,141.75
751,144.0
752,144.0
753,145.0
754,145.0
755,145.5
756,145.5
757,145.5
758,147.0
759,147.0
760,147.0
761,146.25
762,146.25
763,144.5
764,144.5
765,144.5
766,146.0
767,146.0
768,145.25
769,145.25
770,145.25
771,145.25
772,144.25
773,144.25
774,146.75
775,146.75
776,147.0
777,147.0
778,147.0
779,147.0
780,147.0
781,144.75
782,144.75
783,142.5
784,142.5
785,144.5
786,144.5
787,145.0
788,145.0
789,145.0
790,145.75
791,145.0
792,145.0
793,145.5
794,145.5
795,145.5
796,146.25
797,145.25
798,145.25
799,145.25
800,145.75
801,145.75
802,145.75
803,146.75
804,146.75
805,146.75
806,143.25
807,144.5
808,144.5
809,145.5
810,145.5
811,146.25
812,146.25
813,145.75
814,145.75
815,146.75
816,146.75
817,147.0
818,147.0
819,149.75
820,149.75
821,150.75
822,150.75
823,150.75
824,150.75
825,150.75
826,150.75
827,147.0
828,147.0
829,146.0
830,145.25
831,145.25
832,145.25
833,144.58333333333334
834,143.91666666666666
835,143.25
836,143.25
837,143.25
838,143.75
839,143.75
840,143.75
841,143.75
842,143.0
843,143.0
844,143.0
845,143.0
846,143.0
847,143.75
848,143.75
