,FHR
0,157.0
1,156.75
2,156.75
3,157.0
4,156.5
5,156.5
6,156.0
7,156.0
8,156.25
9,155.75
10,155.75
11,155.5
12,156.0
13,156.0
14,156.25
15,156.25
16,156.25
17,155.5
18,155.25
19,155.25
20,155.25
21,155.5
22,155.5
23,155.75
24,155.75
25,155.75
26,155.75
27,155.75
28,155.75
29,156.25
30,156.25
31,154.75
32,154.5
33,154.5
34,156.0
35,155.5
36,155.5
37,157.0
38,156.25
39,156.25
40,155.5
41,155.5
42,155.5
43,156.0
44,156.0
45,156.25
46,157.25
47,157.25
48,157.0
49,156.75
50,156.75
51,157.25
52,157.5
53,157.5
54,156.75
55,156.75
56,156.75
57,156.25
58,157.25
59,157.25
60,157.5
61,157.0
62,157.0
63,156.75
64,158.0
65,158.0
66,159.25
67,160.25
68,160.25
69,157.0
70,157.0
71,156.5
72,157.25
73,161.25
74,161.25
75,161.5
76,161.5
77,157.75
78,157.25
79,157.25
80,158.5
81,158.25
82,158.25
83,157.0
84,156.25
85,156.25
86,155.25
87,155.75
88,155.75
89,156.5
90,155.0
91,155.0
92,155.25
93,156.0
94,156.0
95,156.25
96,156.25
97,156.25
98,155.0
99,155.0
100,155.75
101,157.25
102,157.25
103,157.25
104,156.5
105,156.5
106,155.5
107,154.75
108,154.75
109,155.0
110,154.75
111,154.75
112,154.0
113,154.0
114,153.5
115,153.25
116,153.25
117,152.5
118,151.75
119,151.75
120,154.0
121,155.25
122,155.25
123,153.75
124,153.75
125,154.75
126,156.0
127,156.0
128,156.0
129,156.5
130,156.5
131,157.0
132,156.5
133,156.5
134,157.0
135,158.5
136,158.5
137,161.0
138,160.75
139,160.75
140,160.0
141,160.0
142,160.0
143,162.0
144,163.5
145,163.5
146,161.75
147,161.5
148,161.5
149,162.25
150,160.0
151,160.0
152,161.75
153,161.5
154,161.5
155,160.75
156,159.0
157,159.0
158,155.25
159,150.25
160,150.25
161,146.75
162,146.75
163,146.75
164,147.0
165,147.0
166,146.75
167,146.75
168,142.75
169,143.75
170,143.75
171,146.0
172,146.0
173,145.5
174,143.75
175,143.75
176,144.5
177,144.5
178,148.5
179,148.5
180,147.25
181,147.0
182,147.0
183,147.0
184,150.5
185,150.0
186,150.0
187,150.25
188,150.25
189,153.0
190,152.75
191,152.75
192,153.0
193,153.5
194,153.5
195,155.75
196,154.75
197,154.75
198,155.0
199,157.0
200,157.0
201,156.75
202,156.75
203,156.75
204,158.25
205,157.5
206,157.5
207,158.0
208,157.25
209,157.25
210,157.5
211,156.25
212,156.25
213,156.75
214,156.75
215,157.5
216,157.75
217,157.75
218,156.25
219,153.0
220,153.0
221,153.75
222,155.25
223,155.25
224,153.5
225,155.75
226,155.75
227,154.5
228,154.5
229,154.25
230,155.5
231,155.5
232,154.5
233,155.0
234,155.0
235,153.5
236,153.5
237,152.75
238,153.25
239,153.25
240,153.0
241,153.0
242,153.0
243,153.0
244,153.0
245,152.75
246,152.75
247,154.25
248,154.25
249,153.75
250,153.75
251,153.75
252,153.5
253,153.5
254,153.5
255,154.0
256,154.0
257,154.0
258,155.25
259,155.25
260,154.75
261,154.0
262,154.0
263,154.5
264,154.5
265,154.25
266,153.75
267,153.75
268,154.5
269,155.5
270,155.5
271,154.5
272,154.0
273,154.0
274,153.25
275,153.0
276,153.0
277,155.25
278,155.25
279,156.25
280,156.25
281,156.25
282,155.75
283,153.25
284,153.25
285,153.0
286,153.25
287,153.25
288,155.0
289,155.75
290,155.75
291,155.5
292,155.5
293,154.75
294,156.25
295,156.25
296,154.5
297,153.75
298,153.75
299,153.75
300,153.75
301,154.25
302,154.25
303,154.25
304,153.25
305,153.25
306,153.25
307,153.25
308,153.25
309,153.25
310,153.5
311,153.5
312,153.5
313,153.5
314,153.5
315,151.5
316,151.5
317,152.25
318,152.25
319,152.75
320,152.75
321,152.75
322,153.75
323,153.75
324,153.75
325,153.75
326,153.75
327,153.75
328,153.75
329,154.0
330,154.0
331,154.0
332,153.75
333,154.0
334,154.0
335,151.5
336,151.375
337,151.25
338,151.25
339,151.5
340,151.5
341,151.25
342,151.25
343,151.25
344,151.25
345,151.25
346,151.25
347,150.64285714285714
348,150.03571428571428
349,149.42857142857142
350,148.82142857142858
351,148.21428571428572
352,147.60714285714286
353,147.0
354,147.0
355,147.0
356,148.25
357,148.25
358,148.25
359,148.25
360,147.5
361,147.5
362,147.5
363,147.5
364,147.5
365,147.5
366,147.5
367,147.5
368,147.5
369,147.5
370,147.25
371,147.25
372,147.25
373,147.25
374,147.5
375,146.25
376,146.25
377,146.25
378,146.25
379,145.5
380,145.5
381,147.75
382,148.5
383,148.5
384,148.25
385,148.25
386,148.25
387,148.25
388,148.25
389,148.25
390,148.25
391,148.25
392,149.75
393,149.75
394,149.75
395,149.75
396,150.0
397,149.75
398,149.75
399,149.5
400,149.75
401,149.75
402,150.5
403,150.5
404,150.75
405,151.5
406,151.5
407,151.0
408,150.75
409,150.75
410,150.75
411,149.75
412,149.75
413,149.75
414,150.75
415,151.0
416,151.0
417,150.75
418,150.75
419,150.5
