,FHR
0,154.5
1,154.5
2,144.5
3,144.5
4,147.0
5,145.25
6,145.25
7,145.75
8,145.75
9,145.25
10,145.75
11,145.75
12,144.25
13,144.25
14,145.0
15,145.0
16,147.0
17,145.75
18,145.75
19,147.75
20,147.75
21,150.5
22,150.5
23,147.0
24,147.0
25,148.75
26,148.75
27,148.75
28,148.75
29,148.75
30,148.75
31,149.0
32,148.75
33,148.75
34,156.5
35,156.5
36,157.25
37,157.0
38,156.75
39,156.75
40,156.75
41,157.75
42,156.5
43,156.5
44,155.5
45,154.0
46,154.0
47,152.0
48,152.0
49,152.0
50,151.25
51,151.25
52,149.75
53,147.75
54,147.75
55,147.0
56,147.0
57,147.0
58,147.25
59,147.25
60,147.0
61,147.0
62,147.0
63,147.0
64,147.0
65,147.5
66,147.0
67,147.0
68,148.0
69,148.0
70,149.25
71,149.5
72,149.5
73,150.0
74,150.5
75,150.5
76,151.5
77,151.5
78,150.5
79,151.5
80,151.5
81,151.75
82,150.75
83,150.75
84,151.25
85,151.0
86,151.0
87,150.5
88,150.5
89,150.0
90,150.25
91,150.25
92,150.5
93,152.0
94,152.0
95,151.75
96,151.75
97,151.0
98,150.0
99,150.0
100,149.75
101,149.0
102,149.0
103,149.25
104,149.25
105,149.5
106,148.75
107,148.75
108,148.75
109,150.0
110,150.0
111,151.0
112,151.0
113,149.75
114,149.5
115,149.5
116,149.25
117,149.0
118,149.0
119,148.25
120,148.25
121,148.25
122,148.75
123,148.75
124,149.75
125,149.75
126,150.0
127,148.5
128,148.5
129,149.75
130,149.25
131,149.25
132,148.0
133,148.0
134,148.75
135,148.5
136,148.5
137,147.75
138,147.75
139,147.75
140,147.5
141,147.5
142,147.25
143,147.0
144,147.0
145,147.25
146,147.25
147,147.0
148,147.5
149,147.5
150,147.0
151,147.75
152,147.75
153,149.25
154,149.25
155,150.0
156,147.75
157,147.75
158,148.25
159,148.25
160,148.5
161,148.75
162,148.75
163,148.5
164,147.5
165,147.5
166,148.25
167,148.25
168,149.25
169,148.0
170,148.0
171,147.75
172,149.25
173,149.25
174,149.0
175,149.0
176,149.25
177,149.0
178,149.0
179,148.5
180,149.75
181,149.75
182,149.5
183,149.5
184,149.25
185,148.75
186,148.75
187,148.25
188,148.25
189,147.75
190,148.75
191,148.75
192,149.0
193,148.25
194,148.25
195,147.5
196,147.5
197,148.0
198,148.25
199,148.25
200,150.5
201,150.0
202,150.0
203,148.25
204,148.25
205,148.0
206,149.5
207,149.5
208,150.0
209,149.75
210,149.75
