,FHR
0,143.75
1,144.75
2,144.75
3,143.0
4,143.5
5,143.5
6,143.25
7,143.25
8,143.5
9,143.5
10,143.25
11,143.25
12,143.0
13,137.25
14,137.25
15,135.5
16,135.5
17,136.0
18,136.0
19,139.5
20,139.5
21,140.75
22,140.75
23,142.25
24,142.25
25,142.25
26,142.75
27,142.75
28,145.0
29,145.0
30,147.0
31,147.0
32,147.25
33,147.75
34,147.75
35,149.25
36,149.25
37,149.75
38,149.75
39,152.25
40,152.25
41,154.5
42,154.75
43,154.75
44,154.75
45,153.25
46,151.75
47,151.75
48,152.5
49,152.5
50,150.5
51,150.0
52,150.0
53,149.5
54,149.5
55,149.25
56,147.0
57,147.0
58,147.5
59,147.5
60,147.75
61,147.25
62,147.25
63,146.75
64,146.75
65,147.75
66,146.75
67,146.75
68,147.5
69,147.25
70,147.25
71,148.0
72,148.0
73,148.0
74,149.25
75,149.25
76,149.25
77,149.25
78,149.25
79,149.25
80,149.5
81,149.5
82,149.25
83,149.25
84,145.0
85,145.0
86,147.0
87,147.0
88,146.75
89,146.75
90,146.75
91,146.75
92,147.0
93,147.0
94,147.0
95,147.0
96,147.0
97,147.75
98,147.75
99,148.0
100,147.75
101,147.75
102,149.25
103,150.25
104,150.25
105,150.0
106,150.0
107,149.0
108,148.0
109,147.25
110,147.25
111,147.25
112,140.0
113,140.0
114,147.0
115,146.75
116,146.75
117,147.5
118,147.5
119,148.25
120,148.25
121,148.25
122,148.25
123,148.25
124,148.25
125,148.5
126,148.5
127,148.5
128,148.5
129,148.5
130,145.1
131,141.7
132,138.3
133,134.9
134,131.5
135,131.5
136,135.25
137,136.25
138,136.25
139,136.25
140,135.75
141,135.75
142,133.5
143,133.5
144,133.75
145,133.75
146,130.5
147,130.5
148,132.0
149,132.0
150,132.0
151,132.0
152,132.0
153,132.0
154,132.75
155,132.75
156,132.75
157,132.75
158,132.75
159,132.75
160,132.75
161,133.0
162,133.0
163,133.0
164,133.0
165,133.0
166,133.0
167,132.75
168,132.75
169,132.75
170,133.14285714285714
171,133.53571428571428
172,133.92857142857142
173,134.32142857142858
174,134.71428571428572
175,135.10714285714286
176,135.5
177,135.5
178,134.75
179,134.75
180,143.5
181,146.25
182,146.25
183,149.0
184,149.0
185,147.25
186,148.5
187,148.5
188,148.25
189,148.25
190,149.5
191,149.5
192,149.75
193,149.75
194,151.75
195,151.75
196,151.75
197,151.75
198,151.75
199,151.75
200,151.75
201,151.75
202,152.0
203,152.0
204,152.0
205,152.0
206,151.75
207,151.75
208,151.75
209,147.5
210,147.5
211,150.0
212,152.75
213,152.75
214,153.5
215,153.5
216,156.5
217,156.75
218,157.0
219,157.0
220,157.5
221,157.0
222,157.0
223,158.25
224,163.25
225,163.25
226,167.0
227,167.0
228,164.25
229,169.0
230,169.0
231,169.0
232,170.75
233,165.75
234,167.0
235,167.0
236,168.25
237,162.75
238,162.75
239,151.75
240,151.75
241,142.5
242,142.5
243,143.25
244,149.75
245,149.75
246,153.5
247,155.5
248,159.0
249,159.0
250,160.75
251,163.25
252,162.25
253,162.25
254,161.0
255,161.0
256,161.0
257,161.0
258,160.75
259,160.75
260,160.75
261,160.75
262,160.75
263,160.75
264,160.75
265,162.5
266,161.5
267,161.5
268,160.0
269,158.75
270,158.75
271,158.5
272,156.5
273,156.5
274,155.5
275,155.5
276,154.0
277,151.25
278,151.25
279,151.25
280,151.25
281,151.25
282,151.0
283,151.0
284,149.0
285,149.0
286,148.0
287,148.25
288,148.25
289,148.5
290,147.25
291,147.25
292,145.25
293,145.25
294,143.25
295,143.25
296,143.25
297,142.0
298,142.0
299,141.75
300,141.75
301,140.75
302,140.75
303,133.5
304,133.5
305,130.75
306,130.75
307,129.0
308,129.0
309,128.5
310,129.0
311,129.0
312,129.0
313,129.0
314,128.5
315,128.5
316,128.5
317,128.5
318,128.5
319,128.25
320,128.25
321,128.25
322,128.25
323,128.5
324,128.5
325,128.5
326,128.5
327,128.25
328,134.75
329,141.25
330,147.75
331,154.25
332,160.75
333,160.75
334,157.75
335,158.0
336,158.0
337,158.5
338,158.5
339,158.5
340,158.5
341,158.5
342,158.5
343,158.5
344,158.5
345,158.5
346,162.75
347,163.25
348,163.25
349,162.75
350,162.75
351,164.0
352,164.0
353,164.0
354,164.25
355,165.0
356,165.0
357,166.0
358,164.75
359,165.0
360,165.0
361,164.5
362,164.5
363,164.5
364,164.0
365,163.25
366,163.25
367,162.0
368,162.75
369,162.75
370,164.25
371,164.5
372,165.0
373,165.0
374,166.5
375,166.5
376,166.5
377,166.5
378,168.0
379,168.0
380,168.0
381,168.0
382,168.0
383,167.75
384,167.75
385,167.75
386,167.75
387,167.75
388,167.75
389,169.4375
390,171.125
391,172.8125
392,174.5
393,176.1875
394,177.875
395,179.5625
396,181.25
397,181.25
398,181.25
399,181.25
400,181.25
401,181.5
402,181.5
403,181.5
404,181.5
405,182.03571428571428
406,182.57142857142858
407,183.10714285714286
408,183.64285714285714
409,184.17857142857142
410,184.71428571428572
411,185.25
412,185.25
413,185.25
414,185.25
415,185.25
416,185.25
417,185.25
418,185.5
419,185.5
420,185.5
421,185.5
422,185.25
423,185.5
424,185.75
425,186.0
426,186.25
427,186.5
428,186.75
429,185.25
430,182.75
431,182.75
432,183.5
433,181.0
434,179.75
435,179.75
436,180.75
437,179.0
438,179.25
439,179.25
440,178.0
441,178.0
442,178.0
443,177.0
444,176.0
445,176.0
446,174.75
447,174.5
448,174.5
449,173.25
450,173.5
451,173.5
452,173.25
453,171.25
454,169.5
455,169.5
456,166.75
457,167.0
458,167.0
459,167.5
460,166.75
461,166.75
462,167.75
463,166.5
464,166.5
465,167.5
466,166.75
467,166.75
468,166.75
469,165.75
470,165.75
471,165.75
472,165.75
473,166.0
474,166.0
475,165.75
476,169.0
477,169.0
478,169.75
479,169.75
480,171.5
481,172.5
482,172.5
483,172.25
484,172.75
485,172.75
486,168.25
487,166.75
488,166.75
489,166.25
490,160.5
491,160.5
492,161.25
493,161.25
494,162.0
495,162.0
496,162.75
497,164.0
498,164.0
499,166.5
500,166.5
501,169.0
502,173.5
503,173.5
504,176.75
505,176.75
506,176.75
507,176.75
508,176.75
509,176.75
510,176.75
511,176.75
512,176.75
513,176.75
514,173.75
515,181.25
516,180.0
517,180.0
518,180.0
519,181.75
520,184.25
521,184.25
522,185.25
523,180.25
524,180.25
525,181.0
526,181.0
527,184.5
528,181.75
529,181.75
530,181.75
531,181.75
532,181.75
533,181.75
534,181.75
535,181.75
536,182.0
537,185.5
538,184.5
539,184.5
540,184.5
541,184.5
542,184.5
543,184.25
544,184.25
545,184.5
546,184.5
547,184.25
548,184.25
549,184.1875
550,184.125
551,184.0625
552,184.0
553,183.9375
554,183.875
555,183.8125
556,183.75
557,183.6875
558,183.625
559,183.5625
560,183.5
561,182.5
562,187.5
563,187.5
564,188.5
565,188.5
566,186.75
567,188.0
568,188.0
569,187.5
570,187.0
571,185.25
572,185.25
573,185.25
574,185.25
575,185.25
576,185.25
577,185.5
578,185.5
579,185.25
580,185.5
581,185.5
582,182.75
583,182.75
584,182.75
585,183.0
586,183.0
587,183.0
588,183.0
589,183.0
590,181.75
591,181.75
592,182.75
593,184.25
594,184.25
595,182.75
596,183.5
597,185.25
598,184.25
599,184.25
600,186.25
601,185.5
602,185.5
603,185.25
604,185.25
605,187.0
606,187.75
607,187.0
608,185.25
609,185.5
610,185.5
611,185.5
612,186.0
613,184.75
614,184.75
615,184.25
616,184.25
617,186.25
618,186.25
619,184.5
620,184.5
621,184.25
622,184.25
623,184.25
624,184.25
625,184.25
626,184.25
627,182.0
628,183.5
629,183.25
630,183.25
631,183.25
632,183.5
633,183.5
634,183.5
635,183.25
636,183.25
637,183.55
638,183.85
639,184.15
640,184.45
641,184.75
642,184.75
643,184.25
644,186.0
