,FHR
0,142.5
1,136.75
2,136.75
3,130.25
4,130.25
5,129.75
6,129.75
7,129.25
8,129.25
9,129.25
10,129.25
11,130.75
12,130.75
13,130.75
14,131.0
15,131.0
16,130.5
17,130.5
18,130.5
19,130.5
20,130.5
21,130.75
22,130.75
23,130.75
24,128.25
25,128.25
26,128.25
27,126.75
28,126.75
29,125.25
30,125.25
31,125.25
32,125.25
33,125.0
34,125.0
35,124.25
36,124.25
37,123.75
38,123.75
39,123.5
40,123.5
41,123.25
42,123.25
43,123.0
44,123.0
45,123.25
46,123.25
47,121.75
48,121.75
49,120.75
50,120.5
51,120.5
52,120.5
53,120.5
54,120.5
55,122.25
56,122.25
57,121.0
58,121.0
59,120.0
60,120.0
61,119.75
62,119.75
63,119.75
64,119.75
65,119.75
66,119.75
67,116.5
68,116.5
69,116.5
70,116.5
71,120.75
72,120.75
73,121.25
74,121.25
75,121.5
76,122.25
77,122.25
78,123.25
79,123.25
80,124.0
81,124.0
82,123.5
83,123.5
84,122.5
85,122.5
86,121.5
87,121.5
88,121.0
89,121.0
90,121.25
91,121.25
92,121.5
93,121.5
94,122.0
95,122.0
96,122.0
97,122.0
98,122.25
99,122.25
100,123.0
101,123.0
102,123.75
103,123.75
104,123.75
105,123.75
106,123.75
107,124.75
108,124.75
109,125.0
110,125.0
111,125.75
112,125.75
113,126.0
114,126.0
115,126.0
116,126.0
117,126.5
118,126.5
119,126.75
120,126.75
121,126.75
122,126.75
123,126.0
124,126.0
125,125.5
126,125.5
127,125.5
128,125.5
129,125.5
130,125.5
131,125.25
132,125.25
133,124.5
134,124.5
135,124.5
136,125.0
137,125.0
138,125.5
139,125.5
140,125.75
141,125.75
142,126.0
143,126.0
144,126.25
145,126.25
146,126.5
147,126.5
148,126.25
149,126.25
150,126.25
151,126.75
152,126.75
153,126.75
154,126.75
155,126.75
156,126.75
157,126.75
158,126.75
159,127.5
160,127.5
161,127.5
162,128.0
163,128.0
164,128.0
165,127.0
166,127.0
167,126.75
168,126.75
169,126.75
170,126.0
171,126.0
172,126.0
173,126.0
174,126.5
175,126.5
176,126.5
177,126.5
178,126.5
179,126.5
180,127.5
181,127.5
182,127.75
183,127.75
184,127.75
185,127.75
186,127.75
187,127.75
188,127.75
189,127.75
190,127.75
191,127.75
192,127.75
193,127.75
194,127.75
195,127.75
196,127.75
197,127.75
198,127.75
199,127.75
200,128.5
201,128.5
202,128.5
203,128.5
204,128.75
205,128.75
206,129.25
207,129.25
208,129.5
209,130.0
210,130.0
211,131.0
212,131.0
213,131.25
214,131.25
215,131.25
216,131.25
217,131.0
218,131.0
219,131.25
220,131.25
221,131.25
222,131.25
223,130.5
224,130.0
225,130.0
226,130.0
227,130.0
228,129.25
229,129.5
230,129.5
231,129.5
232,130.0
233,130.25
234,130.25
235,129.75
236,129.75
237,129.5
238,129.5
239,129.5
240,129.5
241,129.25
242,128.5
243,128.5
244,128.5
245,128.5
246,128.75
247,128.75
248,128.75
249,128.75
250,129.0
251,129.0
252,130.0
253,130.0
254,130.25
255,130.25
256,130.5
257,130.5
258,130.25
259,129.5
260,129.5
261,129.25
262,129.25
263,129.25
264,129.25
265,128.5
266,128.5
267,128.0
268,128.0
269,128.0
270,128.0
271,128.0
272,128.25
273,128.25
274,128.5
275,128.5
276,129.0
277,129.0
278,129.5
279,129.5
280,130.25
281,130.25
282,130.25
283,130.25
284,130.25
285,129.75
286,129.75
287,129.25
288,129.25
289,129.5
290,129.5
291,129.5
292,129.5
293,129.25
294,129.25
295,129.25
296,129.25
297,129.25
298,129.0
299,128.25
300,128.25
301,129.25
302,129.25
303,129.75
304,129.75
305,129.5
306,129.5
307,129.5
308,129.5
309,129.75
310,129.75
311,129.75
312,129.0
313,129.0
314,129.25
315,129.25
316,129.75
317,129.75
318,130.0
319,130.0
320,130.25
321,130.25
322,130.0
323,129.5
324,129.5
325,129.25
326,129.25
327,128.75
328,128.75
329,128.75
330,128.75
331,128.75
332,128.75
333,128.25
334,128.25
335,128.25
336,128.25
337,128.5
338,128.5
339,129.5
340,129.5
341,129.75
342,129.75
343,129.75
344,129.75
345,129.75
346,130.0
347,130.0
348,130.25
349,130.25
350,130.0
351,130.0
352,130.0
353,130.0
354,129.75
355,129.75
356,129.75
357,129.75
358,129.75
359,130.0
360,130.0
361,130.0
362,130.0
363,129.75
364,129.75
365,129.75
366,129.75
367,129.75
368,129.75
369,130.0
370,130.25
371,130.25
372,130.75
373,130.75
374,130.75
375,130.75
376,131.25
377,131.25
378,131.25
379,131.25
380,131.5
381,132.0
382,132.0
383,132.0
384,132.0
385,132.5
386,132.5
387,132.5
388,132.5
389,132.5
390,132.5
391,131.75
392,131.75
393,131.75
394,131.75
395,131.0
396,131.0
397,131.25
398,131.25
399,131.5
400,131.5
401,131.5
402,131.75
403,131.75
404,131.75
405,131.75
406,131.75
407,131.75
408,131.75
409,131.75
410,131.75
411,131.75
412,133.75
413,133.75
414,133.75
415,133.75
416,133.75
417,133.75
418,133.75
419,133.75
420,133.75
421,132.75
422,132.75
423,132.75
424,132.75
425,132.25
426,132.25
427,132.25
428,132.25
429,132.25
430,132.0
431,132.0
432,132.25
433,132.25
434,131.75
435,131.75
436,132.25
437,132.25
438,132.25
439,132.75
440,132.75
441,131.25
442,131.25
443,131.0
444,131.0
445,131.0
446,131.0
447,131.0
448,131.0
449,130.5
450,130.5
451,130.5
452,130.0
453,130.0
454,128.0
455,128.0
456,128.75
457,128.75
458,128.75
459,128.75
460,129.75
461,129.75
462,129.75
463,129.75
464,126.75
465,126.75
466,126.75
467,127.0
468,127.0
469,127.0
470,127.0
471,127.0
472,127.0
473,127.0
474,127.0
475,126.5
476,126.5
477,126.5
478,126.5
479,126.5
480,126.5
481,125.0
482,125.0
483,125.0
484,126.75
485,126.75
486,126.0
487,126.0
488,125.75
489,125.75
490,125.0
491,125.0
492,124.75
493,124.75
494,124.75
495,124.75
496,124.75
497,124.75
498,124.75
499,124.75
500,124.75
501,124.75
502,124.75
503,124.75
504,123.5
505,123.5
506,123.75
507,123.75
508,123.75
509,124.0
510,124.25
511,124.25
512,126.25
513,126.25
514,126.75
515,126.75
516,127.5
517,127.5
518,127.5
519,128.0
520,128.0
521,128.0
522,128.5
523,128.5
524,128.5
525,128.0
526,128.0
527,127.25
528,127.25
529,127.5
530,127.5
531,127.0
532,127.0
533,127.0
534,127.0
535,126.5
536,126.5
537,126.75
538,127.25
539,127.25
540,127.25
541,127.25
542,128.75
543,128.75
544,129.0
545,129.0
546,129.25
547,129.25
548,129.25
549,129.0
550,129.0
551,128.5
552,128.5
553,128.5
554,128.5
555,128.5
556,128.5
557,128.5
558,128.5
559,128.5
560,128.5
561,128.5
562,128.5
563,128.5
564,128.5
565,128.75
566,128.75
567,129.0
568,129.0
569,129.0
570,129.0
571,129.0
572,129.0
573,129.25
574,129.25
575,129.5
576,129.5
577,130.0
578,130.25
579,130.25
580,130.25
581,130.25
582,130.5
583,130.5
584,130.75
585,130.75
586,131.0
587,131.0
588,131.0
589,130.25
590,130.25
591,130.25
592,130.25
593,130.25
594,130.25
595,130.5
596,130.75
597,130.75
598,130.75
599,130.75
600,130.75
601,130.75
602,130.5
603,130.5
604,130.5
605,130.5
606,130.25
607,130.5
608,130.5
609,130.5
610,130.5
611,129.75
612,129.75
613,129.5
614,129.5
615,129.5
616,129.5
617,129.5
618,129.5
619,129.5
620,129.5
621,129.75
622,129.75
623,130.25
624,130.5
625,130.5
626,130.5
627,130.5
628,130.5
629,130.5
630,131.0
631,131.0
632,131.0
633,131.0
634,131.25
635,131.25
636,130.5
637,130.0
638,130.0
639,130.0
640,130.0
641,130.0
642,130.0
643,130.0
644,130.0
645,130.0
646,130.0
647,130.25
648,130.25
649,130.75
650,130.75
651,130.75
652,130.75
653,130.75
654,131.25
655,131.25
656,131.25
657,131.25
658,131.5
659,131.75
660,131.75
661,132.0
662,132.0
663,132.0
664,132.0
665,131.25
666,131.25
667,131.25
668,131.25
669,131.25
670,130.75
671,130.75
672,130.5
673,130.5
674,130.5
675,130.5
676,130.25
677,130.25
678,130.25
679,130.25
680,130.25
681,129.75
682,129.75
683,129.75
684,129.75
685,130.0
686,130.0
687,130.25
688,130.25
689,130.25
690,130.75
691,130.75
692,130.75
693,130.75
694,131.0
695,131.0
696,131.0
697,131.0
698,130.5
699,130.5
700,130.5
701,130.5
702,130.5
703,130.5
704,130.5
705,130.0
706,130.0
707,129.75
708,129.75
709,129.25
710,129.25
711,129.25
712,129.25
713,129.5
714,129.5
715,129.75
716,129.75
717,129.75
718,129.25
719,129.25
720,130.0
721,130.0
722,130.25
723,130.25
724,130.25
725,130.25
726,130.0
727,129.75
728,129.75
729,129.75
730,129.75
731,129.75
732,129.75
733,129.75
734,129.75
735,129.75
736,129.75
737,129.25
738,129.75
739,129.75
740,130.5
741,130.5
742,130.75
743,130.75
744,130.75
745,130.5
746,130.5
747,130.5
748,130.5
749,130.0
750,130.0
751,129.75
752,129.75
753,129.5
754,129.5
755,129.5
756,129.5
757,129.5
758,129.5
759,129.5
760,129.5
761,129.5
762,129.5
763,129.5
764,129.5
765,129.5
766,129.5
767,129.5
768,129.5
