,FHR
0,143.0
1,141.75
2,141.75
3,140.75
4,140.75
5,141.0
6,141.25
7,141.25
8,140.75
9,140.75
10,139.0
11,139.0
12,137.75
13,137.75
14,137.75
15,137.75
16,137.75
17,137.75
18,137.75
19,137.75
20,137.75
21,137.75
22,137.75
23,113.625
24,89.5
25,89.5
26,89.5
27,89.5
28,89.5
29,89.5
30,89.5
31,89.5
32,89.5
33,89.25
34,89.25
35,89.25
36,89.25
37,89.25
38,89.25
39,89.25
40,113.875
41,138.5
42,138.25
43,138.25
44,138.5
45,138.5
46,138.5
47,138.25
48,137.5
49,137.5
50,138.5
51,138.5
52,138.5
53,138.5
54,138.5
55,138.5
56,138.5
57,138.25
58,138.25
59,138.25
60,138.25
61,138.25
62,137.75
63,137.75
64,138.25
65,138.25
66,137.75
67,137.75
68,137.75
69,138.5
70,138.5
71,137.75
72,137.75
73,138.25
74,138.5
75,138.5
76,138.25
77,138.25
78,138.75
79,139.0
80,139.0
81,138.5
82,138.5
83,137.75
84,137.75
85,137.75
86,138.5
87,138.5
88,137.5
89,137.5
90,137.25
91,137.25
92,136.5
93,136.5
94,138.0
95,138.0
96,138.0
97,138.0
98,138.0
99,138.0
100,137.0
101,136.75
102,136.75
103,136.5
104,136.5
105,135.5
106,135.75
107,135.75
108,135.25
109,135.25
110,135.25
111,135.25
112,137.5
113,137.5
114,137.5
115,137.5
116,137.5
117,138.25
118,138.25
119,138.5
120,138.5
121,138.5
122,138.5
123,138.5
124,139.5
125,139.5
126,139.5
127,141.5
128,141.5
129,141.0
130,141.0
131,142.0
132,142.0
133,141.5
134,141.5
135,141.5
136,141.5
137,140.75
138,140.75
139,141.5
140,141.5
141,140.75
142,141.0
143,141.0
144,141.75
145,141.75
146,141.5
147,141.5
148,142.0
149,142.5
150,142.5
151,143.0
152,143.0
153,143.25
154,142.75
155,142.75
156,142.0
157,142.0
158,140.75
159,140.0
160,140.0
161,139.25
162,139.25
163,139.0
164,139.0
165,138.75
166,138.5
167,138.5
168,138.0
169,138.0
170,138.25
171,138.25
172,137.75
173,139.5
174,139.5
175,139.25
176,139.25
177,139.25
178,139.5
179,139.5
180,139.5
181,139.5
182,138.5
183,138.5
184,138.5
185,137.75
186,137.75
187,137.0
188,137.0
189,136.75
190,136.75
191,137.75
192,138.0
193,138.0
194,137.5
195,137.5
196,137.25
197,137.25
198,137.0
199,137.25
200,137.25
201,137.0
202,137.0
203,137.5
204,137.5
205,138.25
206,138.75
207,138.75
208,138.75
209,138.75
210,139.5
211,140.0
212,140.0
213,140.5
214,140.5
215,140.0
216,140.0
217,139.5
218,139.5
219,139.5
220,139.0
221,139.0
222,139.25
223,139.5
224,139.5
225,139.75
226,139.75
227,140.25
228,140.25
229,140.25
230,140.75
231,140.75
232,141.25
233,141.25
234,141.25
235,141.5
236,141.5
237,142.0
238,142.0
239,142.25
240,142.25
241,142.25
242,142.0
243,142.0
244,142.0
245,142.0
246,142.0
247,142.5
248,142.5
249,142.5
250,142.5
251,142.75
252,143.0
253,143.0
254,143.25
255,143.25
256,143.5
257,143.25
258,143.25
259,143.5
260,143.5
261,143.75
262,144.0
263,144.0
264,144.75
265,144.75
266,144.25
267,144.25
268,144.25
269,145.5
270,145.5
271,145.5
272,145.25
273,145.25
274,143.75
275,143.75
276,144.0
277,144.25
278,144.25
279,144.25
280,144.5
281,144.5
282,144.25
283,144.25
284,144.75
285,144.75
286,144.75
287,144.25
288,144.25
289,144.5
290,144.75
291,144.75
292,145.0
293,145.0
294,145.0
295,145.0
296,145.0
297,145.5
298,145.5
299,145.5
300,145.5
301,145.5
302,145.25
303,145.25
304,144.5
305,144.75
306,144.75
307,144.75
308,144.75
309,145.0
310,145.0
311,145.0
312,145.0
313,145.0
314,144.5
315,144.25
316,144.25
317,144.25
318,144.25
319,144.25
320,145.0
321,145.0
322,145.0
323,145.0
324,144.0
325,143.75
326,143.75
327,143.75
328,143.75
329,143.75
330,143.75
331,143.75
332,144.75
333,144.75
334,145.25
335,146.25
336,146.25
337,146.5
338,146.0
339,146.0
340,146.25
341,146.25
342,148.25
343,148.25
344,148.25
345,147.0
346,147.0
347,147.0
348,146.25
349,146.25
350,145.5
351,145.5
352,145.25
353,145.5
354,145.5
355,144.75
356,144.75
357,145.0
358,145.75
359,145.75
360,145.5
361,145.5
362,145.0
363,144.5
364,144.5
365,145.0
366,144.5
367,144.5
368,144.0
369,144.0
370,143.25
371,143.25
372,143.25
373,143.0
374,143.0
375,143.25
376,143.25
377,143.25
378,144.0
379,144.0
380,144.75
381,144.75
382,144.5
383,144.5
384,144.5
385,145.0
386,145.0
387,145.0
388,145.0
389,145.0
390,143.75
391,143.75
392,144.0
393,144.25
394,144.25
395,144.0
396,144.25
397,144.25
398,144.0
399,144.0
400,144.0
401,144.5
402,144.5
403,144.5
404,144.5
405,144.0
406,144.0
407,144.0
408,143.25
409,143.25
410,142.75
411,142.75
412,142.0
413,141.75
414,141.75
415,141.75
416,141.75
417,141.25
418,140.75
419,140.75
420,140.25
421,140.25
422,140.25
423,140.25
424,140.75
425,140.75
426,140.75
427,140.5
428,140.5
429,141.0
430,141.75
431,141.75
432,142.0
433,142.0
434,142.25
435,142.75
436,142.75
437,142.75
438,142.75
439,142.5
440,142.0
441,142.0
442,141.75
443,141.75
444,141.0
445,141.0
446,141.0
447,140.5
448,140.5
449,140.25
450,140.25
451,140.25
452,139.75
453,139.75
454,139.5
455,139.5
456,139.5
457,139.5
458,138.5
459,138.5
460,138.5
461,137.5
462,137.5
463,137.5
464,137.5
465,138.0
466,138.5
467,138.5
468,138.75
469,138.75
470,139.0
471,137.5
472,137.5
473,137.5
474,137.5
475,138.0
476,138.0
477,138.5
478,139.25
479,139.25
480,139.75
481,139.75
482,139.75
483,139.75
484,140.0
485,141.0
486,141.0
487,141.5
488,141.5
489,142.0
490,142.25
491,142.25
492,142.0
493,142.0
494,141.5
495,141.0
496,141.0
497,140.75
498,140.75
499,139.75
500,139.75
501,139.5
502,139.25
503,139.25
504,138.75
505,138.75
506,138.75
507,139.25
508,139.25
509,139.25
510,139.25
511,139.5
512,139.5
513,139.5
514,139.25
515,139.25
516,139.25
517,139.25
518,139.25
519,139.25
520,139.25
521,139.25
522,139.25
523,138.5
524,138.5
525,138.25
526,138.5
527,138.5
528,138.5
529,138.5
530,138.5
531,138.5
532,139.0
533,140.0
534,140.0
535,139.75
536,139.75
537,140.25
538,140.0
539,140.0
540,140.75
541,140.75
542,140.5
543,140.5
544,140.75
545,140.75
546,140.75
547,140.5
548,140.5
549,140.75
550,140.25
551,140.25
552,140.25
553,140.25
554,139.5
555,139.0
556,139.0
557,139.5
558,139.5
559,139.5
560,139.5
561,139.5
562,138.75
563,138.75
564,139.25
565,139.25
566,139.5
567,139.5
568,139.25
569,138.5
570,138.5
571,139.5
572,139.5
573,139.25
574,138.5
575,138.5
576,138.25
577,138.25
578,137.0
579,137.0
580,137.0
581,137.5
582,137.5
583,137.5
584,137.5
585,138.5
586,138.5
587,139.5
588,139.5
589,139.5
590,139.75
591,139.75
592,139.75
593,140.25
594,140.25
595,140.25
596,140.25
597,140.75
598,141.75
599,141.75
600,142.25
601,142.25
602,142.25
603,142.25
604,142.0
605,141.75
606,141.75
607,141.75
608,141.75
609,141.25
610,140.75
611,140.75
612,140.5
613,140.5
614,140.0
615,140.0
616,140.5
617,140.75
618,140.75
619,140.25
620,140.25
621,139.5
622,139.0
623,139.0
624,139.0
625,139.0
626,140.0
627,140.0
628,140.25
629,140.25
630,140.25
631,140.5
632,140.5
633,140.5
634,139.75
635,139.75
636,139.5
637,139.5
638,140.0
639,140.0
640,140.75
641,141.75
642,141.75
643,142.0
644,142.0
645,142.5
646,142.75
647,142.75
648,142.25
649,142.25
650,142.0
651,142.25
652,142.25
653,142.0
654,142.0
655,142.25
656,142.75
657,142.75
658,142.75
659,142.75
660,143.0
661,142.25
662,142.25
663,140.75
664,140.75
665,140.25
666,140.25
667,140.25
668,140.75
669,140.75
670,141.5
671,141.5
672,142.0
673,142.25
674,142.25
675,142.25
676,142.25
677,142.5
678,143.25
679,143.25
680,142.75
681,142.75
682,142.5
683,143.25
684,143.25
685,143.0
686,143.0
687,142.5
688,142.5
689,142.5
690,142.75
691,142.75
692,142.75
693,142.75
694,142.75
695,142.75
696,142.75
697,142.5
698,142.5
699,142.75
700,143.25
701,143.25
702,143.25
703,143.25
704,143.0
705,143.0
706,143.0
707,143.25
708,143.25
709,143.0
710,142.75
711,142.75
712,142.75
713,142.75
714,142.0
715,142.25
716,142.25
717,142.25
718,142.25
719,142.25
720,142.75
721,142.75
722,143.25
723,143.25
724,142.75
725,142.75
726,143.0
727,143.0
728,143.0
729,143.0
730,143.0
731,143.0
732,143.25
733,143.25
734,143.75
735,144.25
736,144.25
737,144.25
738,144.25
739,144.5
740,144.75
741,144.75
742,144.0
743,144.0
744,143.5
745,143.5
746,143.5
747,143.0
748,143.0
749,142.25
750,142.25
751,142.25
752,142.0
753,142.0
754,141.0
755,141.0
756,141.0
757,141.0
758,141.0
759,140.5
760,140.5
761,139.5
762,139.5
763,139.25
764,139.5
765,139.5
766,139.5
767,139.5
768,140.0
769,140.25
770,140.25
771,140.75
772,140.75
773,141.0
774,141.0
775,141.5
776,141.75
777,141.75
778,141.5
779,141.5
780,141.5
781,142.0
782,142.0
783,142.0
784,142.0
785,142.25
786,142.0
787,142.0
788,142.0
789,142.0
790,142.0
791,141.75
792,141.75
793,142.0
794,142.0
795,142.0
796,142.0
797,142.0
798,141.5
799,141.5
800,142.25
801,142.25
802,143.25
803,143.0
804,143.0
805,142.25
806,142.25
807,142.25
808,142.75
809,142.75
810,142.25
811,142.25
812,142.0
813,141.5
814,141.5
815,141.5
816,141.5
817,142.0
818,142.0
819,142.0
820,141.75
821,141.75
822,141.25
823,141.25
824,140.25
825,139.25
826,139.25
827,138.75
828,138.75
829,139.0
830,139.0
831,139.5
832,140.25
833,140.25
834,140.75
835,140.75
836,140.75
837,141.25
838,141.25
839,141.75
840,141.75
841,142.0
842,142.5
843,142.5
844,143.25
845,143.25
846,144.25
847,144.75
848,144.75
849,145.25
850,145.25
851,146.25
852,147.0
853,147.0
854,147.75
855,148.25
856,148.25
857,149.0
858,149.0
859,149.75
860,150.0
861,150.0
862,149.75
863,150.0
864,150.0
865,150.0
866,150.0
867,149.25
868,149.5
869,149.5
870,148.25
871,148.25
872,148.0
873,147.5
874,147.5
875,147.0
876,146.0
877,146.0
878,145.5
879,145.5
880,145.5
881,145.5
882,145.5
883,145.0
884,145.0
885,145.0
886,145.0
887,145.0
888,144.25
889,144.25
890,143.0
891,143.0
892,142.25
893,142.25
894,142.25
895,142.25
896,142.25
897,142.25
898,143.0
899,143.0
900,143.25
901,143.25
902,142.25
903,142.0
904,142.0
905,142.0
906,142.0
907,141.75
908,142.0
909,142.0
910,142.0
911,142.0
912,141.75
913,141.5
914,141.5
915,141.25
916,141.25
917,141.5
918,142.0
919,142.0
920,142.25
921,142.25
922,142.5
923,142.5
924,142.75
925,143.0
926,143.0
927,143.25
928,143.25
929,143.25
930,143.25
931,143.25
932,143.25
933,143.25
934,143.25
935,143.25
936,143.25
937,143.25
938,143.25
939,143.25
940,142.75
941,142.75
942,142.75
943,142.75
944,142.75
945,143.25
946,143.25
947,143.25
948,143.25
949,143.25
950,143.25
951,143.25
952,143.5
953,143.5
954,143.5
955,143.75
956,143.75
957,143.75
958,143.75
959,144.0
960,143.25
961,143.25
962,143.0
963,143.0
964,142.75
965,143.25
966,143.25
967,142.75
968,142.75
969,143.0
970,142.75
971,142.75
972,142.75
973,142.75
974,142.75
975,142.75
976,142.5
977,142.75
978,142.75
979,142.75
980,142.75
981,143.0
982,143.25
983,143.25
984,142.5
985,142.5
986,142.0
987,141.75
988,141.75
989,141.75
990,141.75
991,141.5
992,141.75
993,141.75
994,141.75
995,141.75
996,141.75
997,141.75
998,141.25
999,141.75
1000,141.75
1001,142.0
1002,142.0
1003,142.5
1004,142.75
1005,142.75
1006,143.5
1007,143.5
1008,144.0
1009,145.0
1010,145.0
1011,146.25
1012,147.5
1013,147.5
1014,148.0
1015,148.0
1016,147.25
1017,146.0
1018,146.0
1019,145.5
1020,145.5
1021,145.0
1022,145.5
1023,145.5
1024,145.25
1025,145.25
1026,144.0
1027,142.0
1028,142.0
1029,142.25
1030,142.25
1031,142.0
1032,141.75
1033,141.75
1034,141.75
1035,141.75
1036,141.25
1037,141.25
1038,140.75
1039,141.0
1040,141.0
1041,141.0
1042,141.0
1043,140.75
1044,140.0
1045,140.0
1046,139.5
1047,139.5
1048,139.25
1049,139.25
1050,138.75
1051,138.75
1052,138.75
1053,139.0
1054,139.0
1055,139.25
1056,139.5
1057,139.5
1058,140.5
1059,140.5
1060,142.0
1061,142.0
1062,142.0
1063,143.0
1064,143.0
1065,144.25
1066,145.0
1067,145.0
1068,146.0
1069,146.0
1070,146.25
1071,146.5
1072,146.5
1073,147.0
1074,147.0
1075,147.5
1076,148.0
1077,148.0
1078,148.0
1079,148.0
1080,148.0
1081,147.75
1082,147.75
1083,147.0
1084,146.25
1085,146.25
1086,146.0
1087,146.0
1088,145.75
1089,145.0
1090,145.0
1091,144.5
1092,144.5
1093,143.5
1094,143.25
1095,143.25
1096,142.0
1097,142.0
1098,141.25
1099,141.25
1100,140.75
1101,140.0
1102,140.0
1103,139.75
1104,139.75
1105,139.5
1106,139.0
1107,139.0
1108,139.0
1109,139.0
1110,139.5
1111,139.5
1112,140.75
1113,141.5
1114,141.5
1115,142.25
1116,142.25
1117,142.75
1118,142.5
1119,142.5
1120,141.0
1121,141.0
1122,140.0
1123,140.0
1124,139.75
1125,139.0
1126,139.0
1127,138.5
1128,138.5
1129,138.0
1130,138.5
1131,138.5
1132,137.75
1133,137.75
1134,137.25
1135,137.25
1136,137.0
1137,136.5
1138,136.5
1139,136.0
1140,136.0
1141,135.75
1142,135.75
1143,135.0
1144,135.0
1145,135.5
1146,135.75
1147,135.75
1148,136.25
1149,136.25
1150,136.5
1151,136.5
1152,136.5
1153,135.75
1154,135.75
1155,136.25
1156,136.25
1157,137.0
1158,137.0
1159,137.5
1160,137.75
1161,137.75
1162,137.25
1163,137.25
1164,136.75
1165,136.75
1166,136.5
1167,135.75
1168,135.75
1169,135.75
1170,135.75
1171,136.25
1172,136.25
1173,136.75
1174,137.0
1175,137.0
1176,137.25
1177,137.25
1178,137.25
1179,137.25
1180,137.5
1181,138.0
1182,138.0
1183,138.5
1184,138.5
1185,139.0
1186,139.5
1187,139.5
1188,140.25
1189,140.25
1190,140.75
1191,140.75
1192,141.0
1193,141.5
1194,141.5
1195,141.25
1196,141.25
1197,142.0
1198,142.25
1199,142.25
1200,142.25
1201,142.25
1202,141.75
1203,141.5
1204,141.5
1205,141.25
1206,141.25
1207,140.0
1208,140.0
1209,139.25
1210,139.25
1211,139.25
1212,139.5
1213,139.5
1214,139.5
1215,139.75
1216,139.75
1217,140.5
1218,140.5
1219,140.5
1220,140.5
1221,140.75
1222,142.0
1223,142.0
1224,142.25
1225,142.25
1226,142.5
1227,142.25
1228,142.25
1229,143.0
1230,143.0
1231,143.25
1232,143.75
1233,143.75
1234,144.25
1235,144.25
1236,145.0
1237,145.0
1238,145.0
1239,145.5
1240,145.25
1241,145.25
1242,145.25
1243,145.25
1244,145.0
1245,145.0
1246,145.0
1247,145.0
1248,145.0
1249,144.25
1250,144.25
1251,143.0
1252,142.0
1253,142.0
1254,141.75
1255,141.75
1256,141.5
1257,140.75
1258,140.75
1259,140.75
1260,140.75
1261,140.75
1262,140.75
1263,140.75
1264,140.75
1265,140.75
1266,142.0
1267,142.0
1268,142.5
1269,143.0
1270,143.0
1271,143.0
1272,143.5
1273,143.5
1274,144.25
1275,144.25
1276,144.75
1277,145.0
1278,145.0
1279,145.0
1280,145.0
1281,145.0
1282,145.0
1283,145.0
1284,145.0
1285,145.0
1286,144.25
1287,144.0
1288,144.0
1289,143.75
1290,143.75
1291,143.25
1292,142.75
1293,142.75
1294,142.0
1295,142.0
1296,142.0
1297,142.0
1298,141.25
1299,141.25
1300,141.25
1301,141.75
1302,141.75
1303,141.0
1304,141.0
1305,141.0
1306,141.25
1307,141.25
1308,141.75
1309,141.75
1310,141.75
1311,141.75
1312,141.75
1313,142.0
1314,142.0
1315,142.0
1316,141.75
1317,141.75
1318,142.0
1319,142.0
1320,142.0
1321,142.0
1322,142.0
1323,142.0
1324,142.0
1325,141.5
1326,141.5
1327,141.5
1328,141.0
1329,141.0
1330,140.75
1331,140.75
1332,140.0
1333,139.5
1334,139.5
1335,140.0
1336,140.0
1337,140.5
1338,140.75
1339,140.75
1340,141.25
1341,141.25
1342,141.5
1343,141.5
1344,141.5
1345,142.0
1346,142.0
1347,142.0
1348,142.0
1349,141.75
1350,141.75
1351,141.75
1352,142.0
1353,142.0
1354,142.0
1355,142.5
1356,142.5
1357,142.5
1358,142.5
1359,143.0
1360,142.25
1361,142.25
1362,142.75
1363,142.75
1364,143.25
1365,143.5
1366,143.5
1367,143.75
1368,143.75
1369,144.25
1370,144.75
1371,144.75
1372,144.25
1373,144.25
1374,143.5
1375,143.5
1376,143.5
1377,143.75
1378,143.75
1379,143.25
1380,143.0
1381,143.0
1382,143.25
1383,143.25
1384,143.75
1385,143.0
1386,143.0
1387,143.0
1388,143.0
1389,142.25
1390,142.0
1391,142.0
1392,142.0
1393,142.0
1394,142.0
1395,142.0
1396,141.75
1397,142.0
1398,142.0
1399,142.0
1400,142.0
1401,142.0
1402,142.5
1403,142.5
1404,143.0
1405,143.0
1406,142.75
1407,142.25
1408,142.25
1409,142.25
1410,142.25
1411,142.5
1412,143.0
1413,143.0
1414,143.25
1415,143.25
1416,143.75
1417,143.25
1418,143.25
1419,142.75
1420,142.75
1421,142.0
1422,142.0
1423,142.0
1424,141.5
1425,141.5
1426,142.0
1427,142.0
1428,142.0
1429,141.75
1430,141.75
1431,141.75
1432,141.75
1433,142.0
1434,141.5
1435,141.5
1436,141.5
1437,141.5
1438,140.75
1439,140.25
1440,140.25
1441,140.75
1442,140.75
1443,141.5
1444,141.5
1445,141.5
1446,142.0
1447,142.0
1448,142.25
1449,142.25
1450,143.5
1451,144.0
1452,144.0
1453,144.75
1454,144.75
1455,144.75
1456,145.0
1457,145.0
1458,145.75
1459,146.25
1460,146.25
1461,146.0
1462,146.0
1463,146.5
1464,146.25
1465,146.25
1466,146.0
1467,146.0
1468,145.75
1469,144.75
1470,144.75
1471,143.75
1472,143.75
1473,143.0
1474,141.5
1475,141.5
1476,140.5
1477,140.5
1478,139.5
1479,139.5
1480,139.25
1481,138.5
1482,138.5
1483,138.5
1484,138.5
1485,138.5
1486,138.5
1487,138.5
1488,138.5
1489,138.5
1490,138.5
1491,138.5
1492,138.0
1493,138.0
1494,138.0
1495,137.5
1496,137.5
1497,137.5
1498,137.5
1499,137.0
1500,137.25
1501,137.25
1502,137.5
1503,137.5
1504,138.0
1505,138.0
1506,138.5
1507,138.75
1508,138.75
1509,139.0
1510,139.0
1511,138.75
1512,138.75
1513,138.5
1514,138.75
1515,138.75
1516,138.75
1517,138.75
1518,139.0
1519,138.75
1520,138.75
1521,138.75
1522,138.75
1523,138.75
1524,138.75
1525,138.5
1526,138.75
1527,138.75
1528,138.25
1529,138.25
1530,138.5
1531,138.5
1532,139.0
1533,139.25
1534,139.25
1535,138.75
1536,138.75
1537,138.5
1538,138.75
1539,138.75
1540,138.5
1541,138.5
1542,138.5
1543,138.5
1544,138.75
1545,139.25
1546,139.25
1547,139.25
1548,139.25
1549,139.5
1550,139.5
1551,139.25
1552,139.75
1553,139.75
1554,139.25
1555,139.25
1556,138.5
1557,138.5
1558,138.5
1559,137.75
1560,137.75
1561,137.0
1562,137.0
1563,136.25
1564,136.25
1565,136.0
1566,135.75
1567,135.75
1568,136.25
1569,136.25
1570,137.0
1571,137.0
1572,137.5
1573,137.25
1574,137.25
1575,136.75
1576,136.75
1577,136.0
1578,136.0
1579,135.0
1580,135.0
1581,135.0
1582,135.0
1583,135.0
1584,135.0
1585,135.0
1586,135.75
1587,135.75
1588,135.75
1589,136.25
1590,136.25
1591,136.5
1592,136.5
1593,136.75
1594,135.75
1595,135.75
1596,135.75
1597,135.75
1598,136.25
1599,136.25
1600,136.0
1601,136.0
1602,135.75
1603,136.0
1604,136.0
1605,136.25
1606,136.25
1607,135.75
1608,135.75
1609,134.75
1610,135.0
1611,135.0
1612,135.75
1613,135.75
1614,136.75
1615,136.75
1616,137.75
1617,138.25
1618,138.25
1619,138.0
1620,138.0
1621,137.75
1622,137.75
1623,138.25
